,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63
seatoskyhighway,6.479986e-05,-0.01469344,0.0027875414,0.01471479,0.012321838,0.0001675574,0.0014002982,0.00096923794,0.00029043973,0.002521746,-0.0115816,0.0034351426,-0.007241365,-0.011058698,0.011318434,-0.0069928574,0.008454834,0.007984462,-0.003355635,-0.013828764,0.0051927897,0.006053475,0.005005562,-0.014647543,-0.008636352,0.009883195,0.0047332533,-0.006026155,0.0128787095,0.0072862855,-0.0034510028,-0.01296424,-0.0006926589,-0.003938355,0.0060560554,-0.015371722,-0.011097958,0.007492384,-0.012947378,0.0009592892,0.0063566286,-0.009807423,0.005868901,0.008997529,-0.008074306,0.008936033,0.0075582564,0.0013056856,-0.0024970912,-0.013377375,0.011844244,-0.010770935,-0.014042974,0.011187277,0.013550578,-0.0032105274,0.011431106,-0.0006636587,-0.011079109,-0.010735139,0.004115111,0.014412178,0.009770148,-0.005847686
mvtp_tmet,0.015463935,0.004687691,0.00023544334,0.0070351525,-0.015378306,-0.008947518,-0.0077502574,0.011918659,0.0058498443,-0.0013652034,-0.008970557,0.013970272,0.0069270837,0.007351568,0.0068359957,0.009300032,0.009823679,0.0033689567,0.01148931,0.011128099,0.007890957,0.008960713,0.015323935,0.0017369699,-0.013744681,0.011268118,0.0055193147,0.004259168,-0.011082128,-0.014056448,-0.009981165,0.0025468997,0.012812505,-0.0022326203,0.007238206,0.00028181734,-0.014605495,-0.0013762807,-0.012528786,0.00074048276,-0.010037632,0.0042373887,-0.0073799137,-0.0056583122,0.014043336,0.010353158,0.0147068165,-0.013479823,-0.004306171,-0.012289857,-0.0051637585,0.0021900546,0.0045957924,-0.009258761,-0.008518266,0.0037142234,-0.0006685651,0.008107085,0.0014718459,0.005368435,0.0049102367,0.0033980634,0.003940434,0.011826555
mvtp_k9,-0.0029462753,-0.0025555545,0.012673101,-0.008189053,0.008155092,-0.0033997328,-0.009419728,-0.007869979,0.0062533417,0.012994519,-0.015054549,0.006710687,0.013883939,0.013904622,0.0073435525,-0.0012303868,-0.0054262523,0.0019011436,-0.0016262511,-0.009899246,0.0025243936,0.0053655277,0.00579948,-0.0052584806,-0.01577258,0.0152846705,0.009416576,0.0045055514,-0.0007459595,-0.011377414,0.010709465,0.010790225,0.011471932,0.013521841,0.0033509,-0.0071401354,0.006068938,-0.0117967455,-0.008081284,-0.005532217,0.004657979,0.008195804,0.006650691,-0.0068721324,-0.013884173,-0.005650318,0.0035726414,-0.007324243,-0.007486846,0.0027458551,0.0043987576,-0.0066836635,0.0073239193,-0.0027622187,0.0036301247,-0.0018240418,0.010294248,-0.013204547,0.012693781,0.00052001287,0.00029921718,0.008399925,0.009006881,0.0049384693
manitobapolice,-0.012266073,0.0049935207,-0.0016668048,0.00805274,0.0077086184,-0.012747157,0.0112127755,-0.012336595,0.011703147,0.014629154,0.011789421,0.014483191,0.004997818,-0.0035462063,0.0063677784,0.0063523296,0.0020325948,-0.01547648,0.009460978,-0.0067433342,0.013321875,0.013722725,0.013619101,0.0003060028,-0.013923906,-0.0054685883,-0.012386151,0.009836694,0.0027298909,-0.008703036,0.0010775737,0.008330228,-0.009463469,0.006033307,0.0041342285,0.0126290675,-0.0026309676,0.00050845556,-0.009102149,0.004911311,-0.009104,-0.012096351,-0.012262333,-0.011407517,-0.005909756,-0.013806306,0.009950338,0.011590425,0.009600094,-0.0012333151,0.011263702,0.00873103,0.008505968,-0.006952826,0.005585622,0.00694599,-0.0071314704,-0.0109134335,-0.0040118974,-0.002785353,-0.010431856,0.010522649,-0.01419881,0.01445392
cstkline,0.0053498168,0.002630666,0.011616601,0.0097677335,-0.006306162,-0.011961725,0.0025036111,-0.015526848,0.010680813,-0.015138982,-0.0073151477,0.011278076,0.01009021,0.00060496293,0.00047340803,0.0028496347,-0.009046188,-0.008427981,0.0081628375,-0.0027226117,-0.0051268954,-0.008705666,0.0028240737,0.0068450514,-0.009824086,0.005309157,-0.011431238,0.0016375985,0.0110943,-0.015538216,0.0048157237,-0.011134917,-0.014047233,-0.014895162,0.0052810684,0.013490852,0.013677783,0.0048463717,0.0033028573,-0.012877213,0.0012369063,-0.0017495733,-0.014238136,0.006570073,-0.0022106636,0.0032362603,0.011453353,-0.0047937613,0.002759695,0.015370186,0.001029294,-0.0022854544,0.002834944,0.0013516117,0.009808596,0.005940262,-0.003694417,-0.0028260648,-0.011722367,0.0013859551,-0.006075822,-0.009619532,-0.014252197,0.012157198
soldbyericwv,-0.006182015,0.0050792396,0.012928231,-0.011586051,0.005327711,0.011934152,-0.006457288,0.006773051,0.010861678,-0.008778509,-0.009988826,-0.006966049,0.00096303225,0.0047296397,-0.0037601534,-0.01384378,0.009806888,0.012280928,-0.0070522334,-0.006163297,-0.008275861,0.006437799,0.0020568855,-0.007519724,-0.009697279,-0.005028557,0.01160913,-0.0111596305,-0.010189502,0.00061257,0.0026719365,0.0024505798,-0.0074719638,0.011898905,7.554516e-05,-0.008145759,-0.003004672,0.013039133,0.006171055,0.014220865,0.010673029,-0.014248839,0.006850062,-0.014880367,0.014785254,0.00470414,0.01096363,-0.012963295,0.0004085377,0.010930141,9.055622e-05,-0.00823536,0.010099649,-0.0026031751,0.0055998582,0.0040941145,0.010100625,0.0038782991,0.014840458,-0.0072311163,-0.007825967,-0.004036851,0.010456862,0.0049346257
vbso,-0.0001171918,0.011364877,0.011537434,0.0019897,0.004760014,-0.013103847,0.0071435235,0.0029882493,0.01521881,-0.011448424,2.5240119e-05,0.0055086752,0.010497672,0.0074288305,-0.013133818,0.015431606,0.006059057,-0.015519955,-0.0018672744,-0.008970393,0.014180573,-0.0145998625,-0.014780598,-0.01100439,-0.002443295,0.011108327,-0.002120817,-0.007585071,0.010792497,-0.011742909,0.003826269,-0.0018526837,-0.008997826,-0.0035635033,-0.009274177,-0.010490507,0.009855233,0.0012025471,-0.015126055,0.010372904,0.013154978,0.011244669,-0.009331119,-0.0067395875,-0.013302114,0.013647617,0.012394469,-0.01098769,0.0113978945,0.009749316,0.007869731,-0.0020208408,0.009331035,-0.012333114,-0.013854097,-0.014980577,-0.0072065247,-0.0017249462,0.0010030033,0.011749595,-0.01088599,0.01451187,0.0028788524,-0.009682104
sspsofficial,-0.013712322,-0.011904309,0.008528103,-0.005076529,-0.013078628,0.012026167,-0.0068759527,0.011052631,-0.0059618866,0.006244483,0.0022556398,0.012185645,0.008922925,0.0041856333,-0.012888614,-0.0052985763,-0.012571575,-0.0019804488,-0.0022265147,0.012038548,-0.0028725944,-0.008169351,-0.009541436,0.005157139,0.013606148,-0.005148962,0.0076588904,-0.011331314,-0.00030123518,0.0033003914,-0.01395625,0.0111084925,-0.012591561,0.008997065,-0.0031973915,0.00035072502,0.009254022,0.011202804,0.009089292,-0.0030538882,-0.0069220355,-0.012139356,-0.0069724526,-0.010372179,0.015483403,0.013170702,-0.010505976,-0.012421885,-0.012595475,-0.0038830377,-0.005253025,-0.0002881972,-0.0061155856,-0.005326435,-0.0006636536,0.004465739,0.005679594,0.008356539,0.013146378,0.009365582,0.00060915394,0.009927255,0.0008934298,0.0055311145
westgreypolice,0.0018908227,0.004244612,0.01361051,-0.0008882121,-0.003515074,-0.013485319,-0.0007881627,0.012142818,-0.00638919,0.007974434,0.00070688804,0.015414603,-0.013864452,-0.010359807,0.0015695223,-0.0066370936,-0.009995283,0.011631806,-0.004373163,0.0037428527,-0.0032832618,-0.0074987346,-0.008361619,-0.0065819207,-0.004019164,-0.0010866916,-0.009459078,0.012972601,0.00822145,0.0020284848,0.009517045,-0.009648816,0.005819947,6.723195e-05,0.0027685259,0.010699808,0.00913948,-0.004388217,-0.0007106696,-0.008531793,-0.0011108745,0.013629445,0.0040001613,-0.003586154,0.0077995104,0.010137428,0.0056254566,0.00022357405,0.014898789,-0.003938254,0.0014481352,0.008983769,0.0048770676,-0.01307218,0.00048075436,-0.00791399,-0.009181185,0.0063417796,0.004929071,-0.00796135,-0.013071802,0.0111950245,0.015540874,-0.011964363
copofcoffee_,0.014293193,-0.012260498,-0.015062933,0.009821865,-0.0029472823,0.009984491,-0.0011665445,0.0091785295,-0.014655876,-0.00452505,-0.013381361,-0.015264005,-0.00040743864,0.00988457,-0.0022677532,0.01594093,-0.013335362,-0.014710774,0.0035567202,0.0083399275,-0.0153534645,0.0021833323,0.0008150585,0.0027299288,-0.008059937,0.0073081027,0.0039700856,-0.0032143139,0.015368998,-0.012877902,0.003751575,-0.00019303139,0.0034604617,0.006729119,0.0062089274,-0.006750814,-0.009222245,-0.0053760502,-0.011762092,-0.0028836085,-0.008700152,0.0048998864,-0.011278197,0.00616737,0.0044616424,0.004571993,-0.014848426,-0.0047271047,-0.012209502,-0.002698032,-0.009368064,-0.0012593224,-0.011369136,0.006413334,-0.0016856085,0.0016964943,0.0008081288,0.0028229977,0.013616026,0.013155856,-0.006646685,0.014573485,-0.013184247,0.009886234
outonpatrolpres,0.012164362,0.012275428,0.0023374408,-0.012457576,0.012989365,-0.011852965,0.0037361085,0.0029217377,0.014537681,0.004429115,-0.0021892823,0.0131751355,0.015378481,-0.0029681493,0.0021614507,0.006993251,-0.010388363,-0.01354737,-0.0038150493,0.008762799,0.0055313017,-0.011361472,0.011037929,0.011071613,0.011823541,0.008133873,-0.008907232,0.0013447031,0.0009576883,-0.010075025,-0.0075801536,0.0027001426,0.012646314,0.014705427,0.0041316245,0.0014875978,0.0023985915,-0.004763324,0.009118738,0.0010996312,-0.0027621724,0.012716578,-0.0054747313,-0.006213933,-0.009000242,-0.012376497,-0.010591494,-0.009763056,0.0016466156,0.0015955828,0.0070060026,-0.013870273,0.006498292,-0.015069855,-0.002695324,-0.014756167,-0.010271018,0.0013042018,0.006661184,-0.0014714319,-0.010839632,-0.010425417,1.1399388e-05,-0.011305841
outonpatrol,0.008841258,-0.0021885766,0.009853763,-0.0012256884,0.014150776,-0.013537202,-0.009616735,-0.008196318,0.013292268,-0.0071710153,0.006752605,0.00880057,0.009494133,-0.007089283,-0.013817203,0.012590512,0.007174795,0.0018126782,-0.003909458,0.003191531,-0.011559418,0.009074662,-0.009472051,0.0027395578,-0.009538416,0.0007369818,-0.012259277,-0.0041792504,0.014391652,0.009585715,-0.012964991,-0.009599741,0.0071503757,-0.009773243,0.0058958787,-0.004065425,-0.0056193694,-0.009041631,-0.008920973,-0.0069311806,-0.003718031,-0.014254093,0.005750473,-0.010104011,0.0030158227,0.00188352,0.014126212,-0.004387776,-0.004684044,-0.008630897,0.0071847956,0.007529275,0.0026506525,0.002916282,0.005014403,0.0089639565,0.0012664453,0.013071511,0.014561833,0.0032511002,-0.006649806,0.0075222077,0.00536274,0.011770849
dmmcfee,-0.0002378206,-0.0066540013,0.010266128,-0.004410267,-0.008981255,0.0008551112,0.012400622,0.010961991,-0.009544424,0.014476245,0.010990855,0.0064150086,0.011102546,0.002656175,0.013269521,0.0023031556,-0.008329474,-0.00072537834,0.002131315,0.012185555,0.0058093476,-0.011043928,-0.0077935234,-0.0015445376,0.007882115,0.013962061,0.0076288716,-0.009112946,-0.0014968987,0.011056745,0.0031366006,0.00029679536,0.004192566,0.0005452818,0.0040819948,-0.005279482,0.00792705,-0.015112564,-0.013637895,-0.01134766,-0.002159751,-0.0041707344,-0.00657603,-0.011987884,-0.007983888,0.0016579854,-0.008876348,0.014210899,-0.0009865079,0.013236605,0.008679564,-0.0019407219,-0.014160268,-0.010408421,-0.008963837,-0.0003782892,-0.012763149,-0.004979456,0.0021723236,0.0023842698,-0.009501642,-0.008491636,0.0031980844,0.006584685
katienelson210,-0.007917456,0.008529071,0.0039316006,-0.011760503,0.011787461,-0.0058691,0.0054894183,-0.008818908,7.008575e-05,-0.014269853,-0.0069133937,-0.009578563,-0.0017778482,-0.006006917,0.0040417053,-0.008090399,-0.006949937,-0.010415494,0.0113171805,0.004826136,-0.012465483,0.014096715,-0.0140972175,0.009091288,-0.00874969,-0.0065225046,0.013526792,-0.012371104,-0.00097012334,0.009873444,-0.012853956,-0.013082486,0.0001359433,-0.009346556,0.005605297,-0.014371421,-0.0018713512,0.0033746958,-0.0058824196,0.002461549,0.00018194318,-0.0065594204,0.00083165243,0.0044830386,0.0024087932,0.015315302,-0.0037828889,-0.0090893395,0.006283587,-0.0047587566,-0.00027514808,-0.009341827,-0.009164782,-0.014686234,-0.0036909804,0.012928918,-0.014050946,0.0034672283,0.008957611,0.014543887,-0.010144869,0.007898722,-0.009461032,0.008761764
kerrylynnefindl,0.0055790525,-0.003635044,0.012808504,-0.0051797656,-0.012353819,-0.013090765,-0.0050432407,0.014056335,-0.010889889,0.008129208,-0.008206989,-0.009735618,-0.012711605,-0.005845636,0.014178813,0.013377892,0.011718948,0.01005696,0.0056151296,-0.0030053137,0.0019133819,-0.009014657,0.014976405,-0.00612746,-0.012424268,0.0014544622,0.00080130505,-0.009798109,0.00844873,-0.0109591335,0.0023334508,0.011485631,-0.013149718,-0.014975936,-0.0037980634,0.00012715248,0.014869895,0.0043881573,0.009953073,0.013853169,-0.0035139478,0.009024059,-0.0038101654,0.0023053512,0.012473043,0.01337355,0.013443014,-0.0053107375,-0.0032799775,0.014282674,-0.0074596293,-0.011645184,0.005087269,-0.0106117595,-0.01343035,-0.0043180473,-0.011243112,-0.008198654,0.00427808,0.006133034,0.011451384,0.010444188,-0.0007840813,0.0066151563
farhanmohamed,-0.012097521,0.015123568,-0.011880756,0.0111212125,0.009162234,-0.008304928,-0.0061094468,-0.0028857905,0.001855174,0.001678934,0.0059394347,0.01428374,-0.0078090033,-0.014933771,-0.0095833,0.014676659,0.009202249,-0.0031287128,0.005088918,0.008449861,-0.005420077,-0.0030518936,-0.013183103,0.0023264396,0.0035261132,0.0037724094,-0.0009595559,-0.012012694,-0.0016871789,-0.014220398,-0.0014152452,-0.013058454,-0.0029051716,0.0048391074,-0.0006441688,-0.0065799556,0.0039154273,-0.012318737,-0.0011893323,-0.0005463075,-0.011924322,0.011671369,-0.00028128963,-0.0005827072,-0.003972966,-0.01235672,0.008584209,-0.002956969,-0.0065188487,0.013180609,-0.0134553835,-0.0048779068,0.0038635656,-0.0076761665,-0.010893892,0.0023936892,0.0064520272,-0.013707864,-0.0065604807,0.0013571604,-0.009477344,0.013371617,0.010373293,0.010407729
ralphkaisers,0.00096299767,0.004904694,0.0141071705,0.011626189,-0.009774409,-0.010481084,-0.002538246,0.010280501,0.006738289,0.0054174503,0.006599567,0.0017648896,0.01398677,-0.0021026072,0.011701664,-0.008019261,-0.0009934551,-0.015367057,-0.010046506,-0.0067101736,-0.00022397669,0.0021683602,-0.0041493136,0.00030081367,-0.014016405,-0.003843092,0.008731311,0.0028641988,-0.0027143233,-0.011899571,-0.0033552242,0.01631816,-0.017774012,-0.00034176803,-0.00036632878,-0.009768557,0.004303426,-0.012244534,0.011766473,-0.0045680706,0.012269755,0.0013703136,-0.009416069,0.0022018913,-0.009996865,0.0031951999,0.013343245,-0.0035037883,0.0059325364,-0.0053960667,0.007026427,-0.006195959,-0.015704937,-0.007338766,0.003414757,-0.0027605172,-0.015585567,0.007472164,-0.0010968345,0.0049037086,0.0027322362,0.0069015897,-0.0077308174,0.009402449
nicoslobinsky,0.007522182,0.011476424,0.011962101,-0.0135193905,-0.0008022014,-0.012129618,-0.012615041,0.0051408503,0.008413675,-0.009116737,0.008523511,-0.015466478,0.013860583,-0.0018227373,-0.003216116,0.007045445,0.013513194,0.011225884,0.00810413,0.011430886,-0.009261827,-0.008895293,-0.0016280424,-0.014412713,0.0064145424,-0.015087429,0.0005592829,0.008776266,0.011452699,-0.003949364,-0.015656387,0.0012910648,-0.0038090919,-0.0079630995,-0.014101873,-0.0038093945,-0.006653058,-0.015739122,0.005995289,-0.008597364,0.01429021,0.0008624301,-0.008374068,-0.006905364,-0.010494799,-0.0009361265,-0.013043663,0.00040224165,-0.014062166,-0.009461098,-0.012936993,-0.006522711,0.008409986,0.0115093,-0.006952704,-0.009546321,0.01096704,-0.0051468564,-0.010537544,-0.0144951325,-0.008024829,-0.0013862688,-0.014177394,-0.005165688
cijainfo,0.009436293,-0.015061446,0.01622609,-0.00021979924,-0.0025967283,0.013419281,0.011881604,0.014130276,-0.0047951424,-0.011382589,-0.01185693,-0.009538017,0.0021684635,-0.0029745493,0.005116971,0.009166022,0.0010313602,0.01038151,0.008334166,0.011420415,0.010054279,-0.00940085,-0.0028251982,-0.006873207,-0.0077119307,0.012624873,0.008844623,-0.008951216,0.0004645013,-0.0019514848,-0.007315449,-0.0021775428,0.008658411,0.011275707,-0.015330748,0.011013021,0.011272296,-0.0036024044,0.00036144018,-0.009870236,-0.0015016985,-0.0019258005,-0.014733449,0.0056849713,-0.009283228,0.013277945,0.0101244645,0.0130992625,0.013733037,0.008682142,-0.009832872,-0.0054890295,-0.008107813,-0.0059880046,0.00855684,0.009616039,0.008108618,-0.0017408846,-0.00672094,-0.0032015215,-0.014972748,0.012066839,-0.0059003616,0.00847718
haneyinkslinger,-0.0031878748,0.0038693482,0.008127362,-0.01416035,0.010290856,-0.0059857625,0.0035092414,-0.015295664,-0.010776275,-0.011241888,-0.0085992245,0.011375195,0.0022228505,-0.014338712,-0.0036680205,0.009858272,-0.008535299,-0.0050607864,-0.004294416,0.006881765,-0.009816601,-0.0113728475,0.008740264,-0.015199144,-0.0012918476,-0.0108544305,0.011880717,0.004543128,-0.012181829,-0.0017390094,-0.0110933995,-0.008432661,0.0033792255,-0.0003128154,0.00016996553,0.00584316,0.0015638014,-0.008368474,-0.0110163465,0.005275712,-0.015208687,0.0016203625,0.013670263,-0.0075656306,-0.006968777,0.010985491,0.01483265,-0.0037519154,0.001547565,0.003718867,-0.0074240514,-0.014565,-0.0022393002,0.0044641877,-0.0029506485,-0.008929984,0.010478358,-0.007357074,0.002190885,0.015581704,0.003770417,0.012381724,-0.005869991,0.011866589
jewishvancouver,0.014868193,0.006563932,-0.0033449365,0.011767047,-0.010733086,0.0052092704,0.0073210825,0.0011980948,0.014605647,-0.014290644,-0.009846975,-0.0011899548,0.00268307,-0.00043808858,-0.007290631,0.0011743397,0.004853436,0.0071046283,0.01523213,-0.007604234,0.0110246455,-0.0040656235,0.010670472,-0.005127863,-0.008175128,-0.010012867,0.0001837528,0.015542763,-0.0066246903,-0.0076993452,0.010537914,0.010265719,-0.008761684,-0.0008968169,0.01318737,0.0014212271,-0.002938422,0.010523378,0.00584841,-0.009387532,-0.011228968,-0.0027855823,-0.0022210332,0.008834919,0.008460325,0.008423088,0.010842373,0.0028702007,-0.0019998304,-0.0029441526,0.010374436,0.0010025604,-0.0074456115,-0.009937127,0.009954498,0.014704547,0.000619823,-0.0065055415,0.014331928,-0.009134012,-0.0015188678,0.002019482,-0.006604788,0.014883812
sarahuli86,-0.0020606415,0.013305082,0.005240283,0.0070671467,0.008908832,-0.0030515606,-0.00676684,0.011544465,0.00068523875,-0.005105235,0.0011477199,0.005805596,-0.010134377,0.0045975954,0.0023945256,-0.0005459029,-0.0076268055,-0.002426458,-0.0046003005,0.008489151,-0.0042363857,-0.0038341263,-0.008990204,0.0030827122,0.0014255154,0.01253028,-0.0056066904,-0.015439259,-0.007114252,0.007266897,0.0027241895,-0.015084152,-0.0020504978,0.004078423,0.012995005,0.010215447,0.0025215892,0.0034532244,-0.00023213612,0.015067094,0.0045352527,0.005426688,0.01444093,0.012973228,0.0016968186,0.005085682,-0.005769509,0.011953726,-0.010204519,0.008991177,0.001480726,-0.00066927786,-0.008835795,0.011926402,0.014010625,-0.0011381647,0.002390351,-0.0095388945,0.006885261,-0.0011584958,-0.0021259973,-0.0005068221,0.008712297,-0.007182423
mindingottawa,0.011090815,-0.0032716126,-0.013783422,-0.010545304,0.007572595,-0.012794286,-0.013136555,-0.002003229,-0.008824417,0.0032090587,0.0066851634,-0.004509624,0.01036769,-0.0021171274,0.004452371,0.0075980257,0.010734612,-0.014427095,-0.000887094,0.0012265668,0.01552178,0.011556011,-0.011610927,0.014065738,-0.0061631645,-0.0069322274,-0.00041469705,0.009149867,-0.013108348,0.00457807,-0.010611721,-0.012966658,-0.0074710627,0.013694345,0.015441623,0.006516145,-0.001362293,-0.011737132,0.00092771585,0.0023233271,0.0029011653,0.014211592,-0.01272281,0.0013670326,-0.009930528,-0.0038626858,0.0003308198,-0.005849376,-0.0027971047,0.002362976,0.008595731,-0.0044568,0.007879966,-0.0065499647,0.00043558434,0.0133625865,-0.004806527,0.014751625,0.0026232835,-0.005760528,-0.01299765,0.0128633985,-0.0077035488,-0.008999044
amichaistein1,0.0005787076,0.0041588596,0.0013671827,0.01309448,-0.0151856365,-0.0045805997,-0.0034951102,-0.013143668,0.0058817524,0.009579023,-0.007659166,0.011507096,-0.010804367,-0.0030089407,-0.0058701667,0.0098822955,0.015066926,0.012291079,-0.002699327,-0.012355249,-0.0061079473,0.0133572025,0.005233418,-0.017042017,-0.011289239,-0.0023526489,-0.01150288,-0.00196353,0.0036792418,0.008975222,0.0033347534,0.013267922,0.0001436483,0.014653542,0.015197783,0.0045521148,0.011351617,0.012214488,-0.0119850645,0.009829162,0.005831814,-0.013559493,-0.013787999,0.010007055,-0.008057225,-0.005764662,0.0010179216,-2.3895414e-05,-0.0010612246,-0.012599972,-0.001759667,0.0064538666,0.014957027,0.0028664295,0.003307964,0.0040665613,-0.015272288,0.004655844,0.00599833,-0.00043624366,-0.005561204,-0.01029081,0.005098893,-0.0040250556
bourbon_rabbi,0.0029991048,0.008369361,-0.007418723,-0.015404132,-0.013889952,-0.0052142325,-0.011464823,0.0137512265,-0.006979665,0.002298002,0.00159121,-0.009302551,-0.012618702,-0.011160685,-0.008566035,0.004136745,-0.007932931,-0.0011017465,-0.008433414,0.012355896,0.0077917483,0.015346558,-0.011167205,0.009937262,0.0075509013,0.0067973044,0.014255476,-0.013157997,0.008112612,-0.0021376328,0.010305798,0.0068393624,0.004509839,0.0002987259,-0.00029097951,0.0033334738,-0.01313607,0.00045442767,0.003991994,0.0068794405,0.007784372,-0.009844198,0.0029627064,0.00079867244,0.0012362552,0.00014538977,-0.014008685,-0.010001418,0.0056920135,-0.008605494,-0.010803434,-0.012502794,0.01255476,0.00864674,0.003059693,-0.0028500252,0.0048849643,0.01177329,-0.010997799,0.014648733,-0.010857121,0.0022606652,-0.014978458,0.009450141
urban_notes_,-0.00137263,0.007969528,-0.011623194,-0.0067940517,0.0053006588,0.010574527,0.006453582,0.00967975,-0.007908905,-0.010954627,-0.006815049,0.014592891,-0.009938128,0.011835696,0.014088482,0.006354028,0.011421652,0.007816799,0.005262382,0.001798068,0.0012288782,-0.0012855058,-0.010407506,-0.011355981,0.0035910048,0.004083173,0.008727369,-0.0052709426,0.0034234163,0.0042624203,-0.011706233,-0.011665557,-0.008865381,0.004402223,-0.0008985956,-0.00060796627,0.010682917,0.0034939377,0.005160429,0.0090388525,0.0073164226,0.015421534,-0.009153133,-0.014092455,-0.0072461846,0.0007086127,0.0039570415,0.001331047,-0.0050275708,0.004529935,-0.002276775,-0.012546206,-0.0031635147,0.012377768,-0.004507344,-0.0028068668,-0.014379395,-0.015217842,-0.0075573395,-0.011745745,0.0048882333,-0.011707273,0.010101846,-0.01455578
apuntes_,0.01658026,-0.009264292,-0.0016413676,-0.0046841856,0.00037726044,0.0061223614,0.008264848,0.0063470523,-0.01667543,-0.006900478,0.0114067,0.009474009,0.013157625,-0.0050668805,0.0034713452,0.015977934,-0.0073756753,-0.009589088,-0.010268097,0.0034180908,-0.012256789,-0.00088340545,0.00074429985,0.0046218643,-0.01180214,0.006434515,0.011110831,-0.0070452457,0.0020390016,0.008363439,-0.010215753,0.0050641694,-0.011233364,0.001444061,-0.00037563618,-0.014866217,0.00053612725,-0.012833926,0.00037525874,0.015098119,-0.0013755456,0.005063589,0.004707404,-0.012349862,0.0036059045,-0.006250341,-8.770421e-05,-0.010609824,0.007059351,-0.00629573,0.013392559,0.003651536,0.0039090975,0.0019376493,-0.013392815,0.01620143,0.009826447,-0.013656765,0.014720209,0.009137102,0.0009686968,0.002239739,0.014976171,0.01621663
rupasubramanya,-0.011594386,0.005016299,0.0039748047,0.012237984,0.0059598163,0.010418938,0.004048635,-0.0075716297,0.0061902413,0.0026640855,0.003557323,0.010087373,-0.001154045,2.324909e-05,0.0014545089,0.0065567656,0.0027542016,0.0023684946,-0.01102284,-0.002293257,0.0103167,-0.0062648077,0.013291486,-0.015269636,-0.012565541,-0.012487065,0.00938152,-0.0028853354,0.009355477,-0.013920872,-0.0094734,-0.0052821543,0.014593818,-0.005050593,0.0064118146,0.0007234761,-0.0034076807,0.009915423,-0.007240685,-0.00047366478,0.002511459,0.002646609,-0.0026298247,-0.008307939,0.011882736,-0.007303305,-0.0019239692,-0.0011308951,0.010498407,0.008280902,0.0051264907,0.014478399,-0.005709081,-0.008815902,-0.007862529,-0.0013813145,-0.0032832741,-0.008807081,0.0035169218,0.0098331915,0.0055224244,-0.010723972,-0.009892137,-0.013410218
natan_levy,0.013255132,0.00025762935,-0.006224618,-0.00075227214,-0.0065887943,-0.010048655,0.002007046,-0.004924524,-0.012460965,0.008744956,0.004773674,-0.009863109,0.0072733494,0.0031029026,-0.0057483236,0.0081023425,-0.013878098,0.01312425,0.016007397,-0.014478051,-0.0061892155,0.0020780063,-0.015473303,-0.013775311,-0.01276779,0.0125857275,0.0006949504,0.014187597,0.009650179,-0.013947867,0.0017353126,-0.011990107,-0.013225961,-0.0003172907,0.012063751,0.008407493,0.01092503,0.0032137998,-0.013507107,-0.0049862084,-0.0017393184,0.002982042,-0.008266928,0.008455239,0.009101994,0.013062486,0.0033057567,-0.011300278,-0.0017383224,0.0107993195,-0.0142371915,0.004570768,0.009212332,0.0015105219,0.014468682,-0.0008885709,0.0030409216,-4.7804886e-05,-0.013654473,-0.0010780554,-0.0042751697,0.004769632,-0.002205196,0.013462897
stevendelduca,-0.0076197158,0.005472182,0.008008417,0.0077349404,0.008788566,-7.805676e-06,0.0073467037,0.010506767,-0.008877787,-0.0069506858,-0.004361003,0.014803205,0.0009136395,0.0038129191,-0.0050444813,-0.0089099705,-0.007495288,0.008921607,0.009350019,-0.008101208,-0.012986892,0.015110991,-0.00022442572,-0.007472266,0.014512847,0.004212496,-0.01277253,-0.008940642,-0.010391111,0.010371936,0.012810157,0.0040129283,-0.0023693603,0.0037620843,0.004880795,0.00916533,0.010863502,-0.0020189264,0.008112519,0.015656894,0.00878746,0.008060054,0.01504591,0.009330558,-0.012105792,0.01199683,-0.013996879,0.010696719,-0.005531296,0.006027664,-0.0020273838,0.01345739,0.004737389,-0.0071109957,-0.0022845122,0.009556857,0.0154776415,0.014958066,0.004595304,-0.007116942,0.0050139786,0.00093887805,-0.009366357,0.0031897046
valentinaforusa,-0.004668012,0.009362489,-0.0031059403,-0.015380437,-0.00314674,-0.00363891,-0.013702293,0.0031912192,-0.0036136722,0.002108081,0.00049345,-0.012381094,-0.00055384036,-0.0058532027,0.010869256,0.0037513871,0.007535037,-0.013429677,-0.006706984,-0.011003377,0.015446862,-0.010286045,-0.014089367,0.0019905781,0.002543563,-0.0152122425,-0.015742213,0.0035754133,0.009834651,-0.01566084,0.009902023,0.0011521938,0.013008307,-0.01360467,0.014008146,0.0010214165,0.011811534,0.0058510033,-0.0028048924,0.0065708505,0.0067627244,0.0004232628,-0.013410128,-0.00069827045,0.002358909,-0.0062397677,-0.01095233,-0.011100771,0.013801219,0.015326116,-0.002074585,-0.0017062963,0.011301108,-0.008219637,0.010483399,0.0021959927,0.004197436,0.006325985,-0.008591654,-0.0012561202,-0.007406653,0.010919788,-0.0075048604,0.013941491
